🚀 初始化 Kafka Producer...
🌊 開始串流發送 (低記憶體模式): 60000 ~ 100000 TPS

⏱️ 0s | Target: 80k | Real: 80k | Total: 5000
⏱️ 0s | Target: 80k | Real: 80k | Total: 10000
⏱️ 0s | Target: 80k | Real: 80k | Total: 15000
⏱️ 0s | Target: 80k | Real: 80k | Total: 20000
⏱️ 5s | Target: 97k | Real: 97k | Total: 455000
⏱️ 5s | Target: 97k | Real: 97k | Total: 460000
⏱️ 5s | Target: 97k | Real: 97k | Total: 465000
⏱️ 5s | Target: 97k | Real: 97k | Total: 470000
⏱️ 10s | Target: 97k | Real: 97k | Total: 950000
⏱️ 10s | Target: 97k | Real: 97k | Total: 955000
⏱️ 10s | Target: 97k | Real: 97k | Total: 960000
⏱️ 10s | Target: 96k | Real: 96k | Total: 965000
⏱️ 15s | Target: 79k | Real: 79k | Total: 1395000
⏱️ 15s | Target: 79k | Real: 79k | Total: 1400000
⏱️ 15s | Target: 79k | Real: 79k | Total: 1405000
⏱️ 20s | Target: 62k | Real: 62k | Total: 1750000
⏱️ 20s | Target: 62k | Real: 62k | Total: 1755000
⏱️ 25s | Target: 62k | Real: 62k | Total: 2050000
⏱️ 25s | Target: 62k | Real: 62k | Total: 2055000
⏱️ 25s | Target: 63k | Real: 63k | Total: 2060000
⏱️ 30s | Target: 80k | Real: 80k | Total: 2405000
⏱️ 30s | Target: 80k | Real: 80k | Total: 2410000
⏱️ 30s | Target: 80k | Real: 80k | Total: 2415000
⏱️ 35s | Target: 97k | Real: 97k | Total: 2850000
⏱️ 35s | Target: 97k | Real: 97k | Total: 2855000
⏱️ 35s | Target: 97k | Real: 97k | Total: 2860000
⏱️ 35s | Target: 97k | Real: 97k | Total: 2865000
⏱️ 40s | Target: 97k | Real: 97k | Total: 3345000
⏱️ 40s | Target: 97k | Real: 97k | Total: 3350000
⏱️ 40s | Target: 97k | Real: 97k | Total: 3355000
⏱️ 40s | Target: 96k | Real: 96k | Total: 3360000
⏱️ 45s | Target: 79k | Real: 79k | Total: 3790000
⏱️ 45s | Target: 79k | Real: 79k | Total: 3795000
⏱️ 45s | Target: 79k | Real: 79k | Total: 3800000
⏱️ 45s | Target: 79k | Real: 79k | Total: 3805000
⏱️ 50s | Target: 62k | Real: 62k | Total: 4145000
⏱️ 50s | Target: 62k | Real: 62k | Total: 4150000
⏱️ 55s | Target: 62k | Real: 62k | Total: 4450000
⏱️ 55s | Target: 62k | Real: 62k | Total: 4455000
⏱️ 60s | Target: 80k | Real: 80k | Total: 4800000
⏱️ 60s | Target: 80k | Real: 80k | Total: 4805000
⏱️ 60s | Target: 80k | Real: 80k | Total: 4810000
⏱️ 65s | Target: 97k | Real: 97k | Total: 5245000
⏱️ 65s | Target: 97k | Real: 97k | Total: 5250000
⏱️ 65s | Target: 97k | Real: 97k | Total: 5255000
⏱️ 65s | Target: 97k | Real: 97k | Total: 5260000
⏱️ 70s | Target: 97k | Real: 97k | Total: 5740000
⏱️ 70s | Target: 97k | Real: 97k | Total: 5745000
⏱️ 70s | Target: 97k | Real: 97k | Total: 5750000
⏱️ 70s | Target: 96k | Real: 96k | Total: 5755000
⏱️ 75s | Target: 79k | Real: 79k | Total: 6190000
⏱️ 75s | Target: 79k | Real: 79k | Total: 6195000
⏱️ 75s | Target: 79k | Real: 79k | Total: 6200000
⏱️ 80s | Target: 62k | Real: 62k | Total: 6540000
⏱️ 80s | Target: 62k | Real: 62k | Total: 6545000
⏱️ 80s | Target: 62k | Real: 62k | Total: 6550000
⏱️ 85s | Target: 62k | Real: 62k | Total: 6845000
⏱️ 85s | Target: 62k | Real: 62k | Total: 6850000
⏱️ 85s | Target: 63k | Real: 63k | Total: 6855000
⏱️ 90s | Target: 80k | Real: 80k | Total: 7195000
⏱️ 90s | Target: 80k | Real: 80k | Total: 7200000
⏱️ 90s | Target: 80k | Real: 80k | Total: 7205000
⏱️ 90s | Target: 80k | Real: 80k | Total: 7210000
⏱️ 95s | Target: 97k | Real: 97k | Total: 7645000
⏱️ 95s | Target: 97k | Real: 97k | Total: 7650000
⏱️ 95s | Target: 97k | Real: 97k | Total: 7655000
⏱️ 95s | Target: 97k | Real: 97k | Total: 7660000
⏱️ 100s | Target: 97k | Real: 97k | Total: 8140000
⏱️ 100s | Target: 97k | Real: 97k | Total: 8145000
⏱️ 100s | Target: 96k | Real: 96k | Total: 8150000
⏱️ 100s | Target: 96k | Real: 96k | Total: 8155000
⏱️ 105s | Target: 79k | Real: 79k | Total: 8585000
⏱️ 105s | Target: 79k | Real: 79k | Total: 8590000
⏱️ 105s | Target: 79k | Real: 79k | Total: 8595000
⏱️ 110s | Target: 62k | Real: 62k | Total: 8940000
⏱️ 110s | Target: 62k | Real: 62k | Total: 8945000
⏱️ 115s | Target: 62k | Real: 62k | Total: 9240000
⏱️ 115s | Target: 62k | Real: 62k | Total: 9245000
⏱️ 115s | Target: 63k | Real: 63k | Total: 9250000
⏱️ 120s | Target: 80k | Real: 80k | Total: 9590000
⏱️ 120s | Target: 80k | Real: 80k | Total: 9595000
⏱️ 120s | Target: 80k | Real: 80k | Total: 9600000
⏱️ 120s | Target: 80k | Real: 80k | Total: 9605000
⏱️ 125s | Target: 97k | Real: 97k | Total: 10040000
⏱️ 125s | Target: 97k | Real: 97k | Total: 10045000
⏱️ 125s | Target: 97k | Real: 97k | Total: 10050000
⏱️ 125s | Target: 97k | Real: 97k | Total: 10055000
⏱️ 130s | Target: 97k | Real: 97k | Total: 10535000
⏱️ 130s | Target: 97k | Real: 97k | Total: 10540000
⏱️ 130s | Target: 97k | Real: 97k | Total: 10545000
⏱️ 130s | Target: 96k | Real: 96k | Total: 10550000
⏱️ 135s | Target: 79k | Real: 79k | Total: 10980000
⏱️ 135s | Target: 79k | Real: 79k | Total: 10985000
⏱️ 135s | Target: 79k | Real: 79k | Total: 10990000
⏱️ 140s | Target: 62k | Real: 62k | Total: 11335000
⏱️ 140s | Target: 62k | Real: 62k | Total: 11340000
⏱️ 145s | Target: 62k | Real: 62k | Total: 11640000
⏱️ 145s | Target: 63k | Real: 63k | Total: 11645000
⏱️ 150s | Target: 80k | Real: 80k | Total: 11990000
⏱️ 150s | Target: 80k | Real: 80k | Total: 11995000
⏱️ 150s | Target: 80k | Real: 80k | Total: 12000000
⏱️ 155s | Target: 97k | Real: 97k | Total: 12435000
⏱️ 155s | Target: 97k | Real: 97k | Total: 12440000
⏱️ 155s | Target: 97k | Real: 97k | Total: 12445000
⏱️ 155s | Target: 97k | Real: 97k | Total: 12450000
⏱️ 160s | Target: 97k | Real: 97k | Total: 12930000
⏱️ 160s | Target: 97k | Real: 97k | Total: 12935000
⏱️ 160s | Target: 97k | Real: 97k | Total: 12940000
⏱️ 160s | Target: 96k | Real: 96k | Total: 12945000
⏱️ 165s | Target: 79k | Real: 79k | Total: 13380000
⏱️ 165s | Target: 79k | Real: 79k | Total: 13385000
⏱️ 165s | Target: 79k | Real: 79k | Total: 13390000
⏱️ 170s | Target: 62k | Real: 62k | Total: 13730000
⏱️ 170s | Target: 62k | Real: 62k | Total: 13735000
⏱️ 170s | Target: 62k | Real: 62k | Total: 13740000
