timestamp,unix_timestamp,relative_time,total_latency_ms,throughput
17:00:42,1778144442.1776133,2,445.0,0.0
17:00:44,1778144444.186914,4,531.0,0.0
17:00:46,1778144446.1942096,6,531.0,0.0
17:00:48,1778144448.1987922,8,3603.0,17288.13333333333
17:00:50,1778144450.2034042,10,3603.0,17288.13333333333
17:00:52,1778144452.208819,12,820.0,22125.966666666667
17:00:54,1778144454.2134297,14,1471.0,34206.5
17:00:56,1778144456.2201622,16,1471.0,34206.5
17:00:58,1778144458.224051,18,746.0,49475.13333333333
17:01:00,1778144460.239179,20,746.0,49475.13333333333
17:01:02,1778144462.2512355,22,746.0,52475.13333333333
17:01:04,1778144464.2573693,24,707.0,60500.0
17:01:06,1778144466.2615602,26,707.0,60500.0
17:01:08,1778144468.2647974,28,814.0,70500.0
17:01:10,1778144470.2724082,30,814.0,70500.0
17:01:12,1778144472.2752945,32,858.0,72995.96666666667
17:01:14,1778144474.2800698,34,858.0,82500.0
17:01:16,1778144476.285204,36,858.0,82500.0
17:01:18,1778144478.289521,38,705.0,98407.2
17:01:20,1778144480.299676,40,705.0,98407.2
17:01:22,1778144482.3034768,42,705.0,102186.13333333333
17:01:24,1778144484.3100011,44,701.0,115667.36666666667
17:01:26,1778144486.3294923,46,701.0,115667.36666666667
17:01:28,1778144488.34223,48,786.0,128833.33333333334
17:01:30,1778144490.3487933,50,786.0,128833.33333333334
17:01:32,1778144492.3618653,52,786.0,132666.66666666666
17:01:34,1778144494.3699102,54,707.0,139833.33333333334
17:01:36,1778144496.3839023,56,726.0,143201.43333333335
17:01:38,1778144498.3992934,58,726.0,150371.06666666665
17:01:40,1778144500.411684,60,726.0,150371.06666666665
17:01:42,1778144502.4165633,62,707.0,153822.13333333333
17:01:44,1778144504.420676,64,706.0,163591.53333333333
17:01:46,1778144506.4251707,66,694.0,164857.36666666667
17:01:48,1778144508.4283364,68,708.0,161378.53333333333
17:01:50,1778144510.4324756,70,708.0,161378.53333333333
17:01:52,1778144512.4411833,72,841.0,160707.36666666667
17:01:54,1778144514.4472625,74,841.0,160328.2
17:01:56,1778144516.4523375,76,694.0,158738.4
17:01:58,1778144518.4589581,78,702.0,159522.86666666667
17:02:00,1778144520.472214,80,702.0,159522.86666666667
17:02:02,1778144522.4855793,82,702.0,158524.86666666667
17:02:04,1778144524.498858,84,702.0,159000.0
17:02:06,1778144526.5093849,86,724.0,160000.0
17:02:08,1778144528.524384,88,724.0,159917.43333333332
17:02:10,1778144530.5389614,90,724.0,159917.43333333332
17:02:12,1778144532.550916,92,686.0,160588.13333333333
17:02:14,1778144534.5577111,94,698.0,161077.88333333333
17:02:16,1778144536.563305,96,735.0,160201.71666666667
17:02:18,1778144538.567359,98,735.0,160457.43333333335
17:02:20,1778144540.5791,100,735.0,160457.43333333335
17:02:22,1778144542.5913384,102,701.0,160480.53333333333
17:02:24,1778144544.602782,104,695.0,160165.96666666667
17:02:26,1778144546.6068232,106,695.0,160332.03333333333
17:02:28,1778144548.618783,108,702.0,159666.6666666667
17:02:30,1778144550.6282935,110,702.0,159666.6666666667
17:02:32,1778144552.6470947,112,810.0,158641.8
17:02:34,1778144554.6545365,114,810.0,159984.63333333333
17:02:36,1778144556.6614723,116,737.0,159673.83333333334
17:02:38,1778144558.6666286,118,737.0,159556.4
17:02:40,1778144560.6747897,120,737.0,159556.4
17:02:42,1778144562.6778061,122,765.0,159467.03333333333
17:02:44,1778144564.683689,124,813.0,159542.1
17:02:46,1778144566.688777,126,813.0,159981.3
17:02:48,1778144568.6945252,128,1090.0,159833.33333333334
17:02:50,1778144570.7065938,130,1090.0,159833.33333333334
17:02:52,1778144572.7132766,132,1090.0,160475.13333333333
